PRCP_in,SNOW_in,SNWD_in,TMAX_f,TMIN_f,year,month,day,DATE
0,0,0,63,42,1963,3,11,3/11/63
0,0,0,71,43,1963,3,12,3/12/63
0,0,0,71,42,1963,3,13,3/13/63
0,0,0,75,41,1963,3,14,3/14/63
0,0,0,73,43,1963,3,15,3/15/63
0,0,0,71,35,1963,3,16,3/16/63
0.21,0,0,66,41,1963,3,17,3/17/63
0.04,0,0,55,39,1963,3,18,3/18/63
0,0,0,66,33,1963,3,19,3/19/63
0,0,0,79,43,1963,3,20,3/20/63
0,0,0,79,44,1963,3,21,3/21/63
0,0,0,80,59,1963,3,22,3/22/63
0,0,0,80,48,1963,3,23,3/23/63
0,0,0,75,43,1963,3,24,3/24/63
0,0,0,80,44,1963,3,25,3/25/63
0,0,0,80,47,1963,3,26,3/26/63
0,0,0,81,47,1963,3,27,3/27/63
0,0,0,86,55,1963,3,28,3/28/63
0.06,0,0,71,54,1963,3,29,3/29/63
0,0,0,80,48,1963,3,30,3/30/63
0,0,0,83,52,1963,3,31,3/31/63
0,0,0,78,44,1963,4,1,4/1/63
0,0,0,63,46,1963,4,2,4/2/63
0,0,0,71,37,1963,4,3,4/3/63
0,0,0,81,44,1963,4,4,4/4/63
0,0,0,79,47,1963,4,5,4/5/63
0,0,0,84,51,1963,4,6,4/6/63
0,0,0,88,54,1963,4,7,4/7/63
0,0,0,90,56,1963,4,8,4/8/63
0,0,0,84,58,1963,4,9,4/9/63
0,0,0,78,52,1963,4,10,4/10/63
0,0,0,79,48,1963,4,11,4/11/63
0,0,0,87,47,1963,4,12,4/12/63
0,0,0,96,55,1963,4,13,4/13/63
0,0,0,94,56,1963,4,14,4/14/63
0,0,0,76,52,1963,4,15,4/15/63
0,0,0,80,43,1963,4,16,4/16/63
0,0,0,72,45,1963,4,17,4/17/63
0,0,0,67,43,1963,4,18,4/18/63
0,0,0,76,40,1963,4,19,4/19/63
0,0,0,83,46,1963,4,20,4/20/63
0,0,0,79,54,1963,4,21,4/21/63
0,0,0,75,47,1963,4,22,4/22/63
0,0,0,81,44,1963,4,23,4/23/63
0,0,0,85,47,1963,4,24,4/24/63
0.32,0,0,69,54,1963,4,25,4/25/63
0,0,0,74,55,1963,4,26,4/26/63
0,0,0,68,45,1963,4,27,4/27/63
0,0,0,76,43,1963,4,28,4/28/63
0,0,0,83,46,1963,4,29,4/29/63
0,0,0,86,56,1963,4,30,4/30/63
0,0,0,88,55,1963,5,1,5/1/63
0,0,0,90,55,1963,5,2,5/2/63
0,0,0,90,55,1963,5,3,5/3/63
0,0,0,89,54,1963,5,4,5/4/63
0,0,0,89,56,1963,5,5,5/5/63
0,0,0,96,56,1963,5,6,5/6/63
0,0,0,96,73,1963,5,7,5/7/63
0,0,0,95,68,1963,5,8,5/8/63
0,0,0,91,68,1963,5,9,5/9/63
0,0,0,93,64,1963,5,10,5/10/63
0,0,0,89,64,1963,5,11,5/11/63
0,0,0,85,53,1963,5,12,5/12/63
0,0,0,94,54,1963,5,13,5/13/63
0,0,0,97,61,1963,5,14,5/14/63
0,0,0,94,67,1963,5,15,5/15/63
0,0,0,94,60,1963,5,16,5/16/63
0,0,0,99,62,1963,5,17,5/17/63
0,0,0,98,63,1963,5,18,5/18/63
0,0,0,95,66,1963,5,19,5/19/63
0,0,0,100,71,1963,5,20,5/20/63
0,0,0,99,63,1963,5,21,5/21/63
0,0,0,95,68,1963,5,22,5/22/63
0,0,0,93,67,1963,5,23,5/23/63
0,0,0,92,66,1963,5,24,5/24/63
0,0,0,90,57,1963,5,25,5/25/63
0,0,0,92,59,1963,5,26,5/26/63
0,0,0,91,56,1963,5,27,5/27/63
0,0,0,96,59,1963,5,28,5/28/63
0,0,0,96,57,1963,5,29,5/29/63
0,0,0,92,57,1963,5,30,5/30/63
0,0,0,93,62,1963,5,31,5/31/63
0,0,0,87,62,1963,6,1,6/1/63
0,0,0,88,57,1963,6,2,6/2/63
0,0,0,94,66,1963,6,3,6/3/63
0,0,0,92,71,1963,6,4,6/4/63
0,0,0,92,59,1963,6,5,6/5/63
0,0,0,89,63,1963,6,6,6/6/63
0,0,0,90,60,1963,6,7,6/7/63
0,0,0,88,56,1963,6,8,6/8/63
0,0,0,90,53,1963,6,9,6/9/63
0,0,0,93,59,1963,6,10,6/10/63
0,0,0,93,64,1963,6,11,6/11/63
0,0,0,96,60,1963,6,12,6/12/63
0,0,0,94,60,1963,6,13,6/13/63
0,0,0,95,61,1963,6,14,6/14/63
0,0,0,96,62,1963,6,15,6/15/63
0,0,0,98,69,1963,6,16,6/16/63
0,0,0,102,69,1963,6,17,6/17/63
0,0,0,104,73,1963,6,18,6/18/63
0,0,0,103,71,1963,6,19,6/19/63
0,0,0,102,67,1963,6,20,6/20/63
0,0,0,100,69,1963,6,21,6/21/63
0,0,0,98,64,1963,6,22,6/22/63
0,0,0,100,64,1963,6,23,6/23/63
0,0,0,100,64,1963,6,24,6/24/63
0,0,0,101,65,1963,6,25,6/25/63
0,0,0,104,66,1963,6,26,6/26/63
0,0,0,103,69,1963,6,27,6/27/63
0,0,0,100,68,1963,6,28,6/28/63
0,0,0,101,69,1963,6,29,6/29/63
0,0,0,104,69,1963,6,30,6/30/63
0,0,0,104,71,1963,7,1,7/1/63
0,0,0,105,71,1963,7,2,7/2/63
0.15,0,0,98,78,1963,7,3,7/3/63
0,0,0,98,75,1963,7,4,7/4/63
0,0,0,99,76,1963,7,5,7/5/63
0,0,0,100,72,1963,7,6,7/6/63
0,0,0,100,73,1963,7,7,7/7/63
0,0,0,98,80,1963,7,8,7/8/63
0,0,0,97,79,1963,7,9,7/9/63
0.15,0,0,93,74,1963,7,10,7/10/63
0,0,0,95,73,1963,7,11,7/11/63
0,0,0,101,74,1963,7,12,7/12/63
0,0,0,105,76,1963,7,13,7/13/63
0,0,0,106,78,1963,7,14,7/14/63
0,0,0,103,82,1963,7,15,7/15/63
0,0,0,102,81,1963,7,16,7/16/63
0,0,0,102,81,1963,7,17,7/17/63
0.12,0,0,105,77,1963,7,18,7/18/63
0,0,0,101,77,1963,7,19,7/19/63
0.01,0,0,101,72,1963,7,20,7/20/63
0,0,0,102,80,1963,7,21,7/21/63
0.39,0,0,103,76,1963,7,22,7/22/63
0,0,0,103,77,1963,7,23,7/23/63
0.03,0,0,106,78,1963,7,24,7/24/63
0,0,0,107,76,1963,7,25,7/25/63
0.29,0,0,96,75,1963,7,26,7/26/63
0.45,0,0,90,70,1963,7,27,7/27/63
0,0,0,92,70,1963,7,28,7/28/63
0,0,0,95,72,1963,7,29,7/29/63
0.06,0,0,96,72,1963,7,30,7/30/63
0.01,0,0,91,71,1963,7,31,7/31/63
0,0,0,91,74,1963,8,1,8/1/63
0.68,0,0,92,73,1963,8,2,8/2/63
0,0,0,90,73,1963,8,3,8/3/63
0.02,0,0,88,73,1963,8,4,8/4/63
0.05,0,0,92,71,1963,8,5,8/5/63
0,0,0,88,69,1963,8,6,8/6/63
0,0,0,91,66,1963,8,7,8/7/63
0,0,0,95,69,1963,8,8,8/8/63
0,0,0,97,71,1963,8,9,8/9/63
0,0,0,98,74,1963,8,10,8/10/63
0,0,0,97,78,1963,8,11,8/11/63
0,0,0,98,78,1963,8,12,8/12/63
0.04,0,0,96,78,1963,8,13,8/13/63
0.29,0,0,94,72,1963,8,14,8/14/63
0.62,0,0,91,71,1963,8,15,8/15/63
0.32,0,0,94,72,1963,8,16,8/16/63
0,0,0,85,73,1963,8,17,8/17/63
0,0,0,92,72,1963,8,18,8/18/63
0,0,0,89,74,1963,8,19,8/19/63
0,0,0,95,72,1963,8,20,8/20/63
0.05,0,0,88,74,1963,8,21,8/21/63
0.25,0,0,90,72,1963,8,22,8/22/63
0,0,0,88,72,1963,8,23,8/23/63
0,0,0,92,71,1963,8,24,8/24/63
0.42,0,0,94,66,1963,8,25,8/25/63
0,0,0,90,67,1963,8,26,8/26/63
0,0,0,91,69,1963,8,27,8/27/63
0,0,0,95,71,1963,8,28,8/28/63
0,0,0,97,73,1963,8,29,8/29/63
0,0,0,91,75,1963,8,30,8/30/63
0.12,0,0,91,74,1963,8,31,8/31/63
0,0,0,93,72,1963,9,1,9/1/63
0,0,0,95,71,1963,9,2,9/2/63
0.4,0,0,85,71,1963,9,3,9/3/63
0.77,0,0,86,68,1963,9,4,9/4/63
0,0,0,90,67,1963,9,5,9/5/63
0,0,0,93,69,1963,9,6,9/6/63
0,0,0,100,69,1963,9,7,9/7/63
0,0,0,100,74,1963,9,8,9/8/63
0.03,0,0,99,75,1963,9,9,9/9/63
0,0,0,100,69,1963,9,10,9/10/63
0,0,0,100,74,1963,9,11,9/11/63
0,0,0,101,71,1963,9,12,9/12/63
0.25,0,0,97,69,1963,9,13,9/13/63
0,0,0,90,66,1963,9,14,9/14/63
0,0,0,91,66,1963,9,15,9/15/63
0,0,0,91,69,1963,9,16,9/16/63
0,0,0,95,70,1963,9,17,9/17/63
0,0,0,91,72,1963,9,18,9/18/63
0,0,0,95,66,1963,9,19,9/19/63
0,0,0,92,68,1963,9,20,9/20/63
0,0,0,93,64,1963,9,21,9/21/63
0,0,0,99,67,1963,9,22,9/22/63
0,0,0,97,77,1963,9,23,9/23/63
0,0,0,100,78,1963,9,24,9/24/63
0,0,0,96,77,1963,9,25,9/25/63
0,0,0,95,74,1963,9,26,9/26/63
0,0,0,96,73,1963,9,27,9/27/63
0,0,0,96,66,1963,9,28,9/28/63
0,0,0,95,65,1963,9,29,9/29/63
0,0,0,94,63,1963,9,30,9/30/63
0,0,0,94,63,1963,10,1,10/1/63
0,0,0,96,64,1963,10,2,10/2/63
0,0,0,96,66,1963,10,3,10/3/63
0,0,0,95,64,1963,10,4,10/4/63
0,0,0,92,67,1963,10,5,10/5/63
0,0,0,93,63,1963,10,6,10/6/63
0,0,0,94,60,1963,10,7,10/7/63
0,0,0,94,62,1963,10,8,10/8/63
0,0,0,94,63,1963,10,9,10/9/63
0,0,0,93,62,1963,10,10,10/10/63
0,0,0,89,63,1963,10,11,10/11/63
0,0,0,93,62,1963,10,12,10/12/63
0,0,0,90,53,1963,10,13,10/13/63
0,0,0,89,57,1963,10,14,10/14/63
0,0,0,91,58,1963,10,15,10/15/63
0,0,0,82,67,1963,10,16,10/16/63
0,0,0,84,58,1963,10,17,10/17/63
0,0,0,82,55,1963,10,18,10/18/63
0.46,0,0,73,56,1963,10,19,10/19/63
0,0,0,74,51,1963,10,20,10/20/63
0,0,0,79,52,1963,10,21,10/21/63
0.14,0,0,82,56,1963,10,22,10/22/63
0,0,0,79,56,1963,10,23,10/23/63
0,0,0,78,56,1963,10,24,10/24/63
0,0,0,84,54,1963,10,25,10/25/63
0,0,0,84,56,1963,10,26,10/26/63
0,0,0,83,56,1963,10,27,10/27/63
0,0,0,89,56,1963,10,28,10/28/63
0,0,0,87,62,1963,10,29,10/29/63
0,0,0,85,59,1963,10,30,10/30/63
0,0,0,82,61,1963,10,31,10/31/63
0,0,0,81,56,1963,11,1,11/1/63
0,0,0,75,55,1963,11,2,11/2/63
0,0,0,75,50,1963,11,3,11/3/63
0,0,0,75,48,1963,11,4,11/4/63
0,0,0,76,49,1963,11,5,11/5/63
0,0,0,82,49,1963,11,6,11/6/63
0.54,0,0,62,42,1963,11,7,11/7/63
0,0,0,62,39,1963,11,8,11/8/63
0,0,0,72,44,1963,11,9,11/9/63
0,0,0,85,48,1963,11,10,11/10/63
0,0,0,83,52,1963,11,11,11/11/63
0,0,0,85,51,1963,11,12,11/12/63
0,0,0,85,56,1963,11,13,11/13/63
0,0,0,81,52,1963,11,14,11/14/63
0,0,0,80,53,1963,11,15,11/15/63
0,0,0,71,51,1963,11,16,11/16/63
0,0,0,70,40,1963,11,17,11/17/63
0.08,0,0,62,45,1963,11,18,11/18/63
0,0,0,66,43,1963,11,19,11/19/63
0,0,0,73,43,1963,11,20,11/20/63
0.64,0,0,56,40,1963,11,21,11/21/63
0,0,0,58,39,1963,11,22,11/22/63
0,0,0,67,41,1963,11,23,11/23/63
0,0,0,67,43,1963,11,24,11/24/63
0,0,0,62,40,1963,11,25,11/25/63
0,0,0,64,45,1963,11,26,11/26/63
0,0,0,67,44,1963,11,27,11/27/63
0,0,0,71,39,1963,11,28,11/28/63
0,0,0,69,54,1963,11,29,11/29/63
0,0,0,72,52,1963,11,30,11/30/63
0,0,0,71,47,1963,12,1,12/1/63
0,0,0,72,45,1963,12,2,12/2/63
0,0,0,72,51,1963,12,3,12/3/63
0,0,0,72,43,1963,12,4,12/4/63
0,0,0,71,47,1963,12,5,12/5/63
0,0,0,70,43,1963,12,6,12/6/63
0,0,0,68,41,1963,12,7,12/7/63
0,0,0,71,39,1963,12,8,12/8/63
0,0,0,73,45,1963,12,9,12/9/63
0.08,0,0,59,42,1963,12,10,12/10/63
0,0,0,56,35,1963,12,11,12/11/63
0,0,0,55,41,1963,12,12,12/12/63
0,0,0,56,30,1963,12,13,12/13/63
0,0,0,61,27,1963,12,14,12/14/63
0,0,0,66,30,1963,12,15,12/15/63
0,0,0,68,37,1963,12,16,12/16/63
0,0,0,67,35,1963,12,17,12/17/63
0,0,0,71,38,1963,12,18,12/18/63
0,0,0,68,40,1963,12,19,12/19/63
0,0,0,66,37,1963,12,20,12/20/63
0,0,0,62,37,1963,12,21,12/21/63
0,0,0,60,27,1963,12,22,12/22/63
0,0,0,65,41,1963,12,23,12/23/63
0,0,0,73,37,1963,12,24,12/24/63
0,0,0,71,36,1963,12,25,12/25/63
0,0,0,69,38,1963,12,26,12/26/63
0,0,0,70,37,1963,12,27,12/27/63
0,0,0,70,37,1963,12,28,12/28/63
0,0,0,71,37,1963,12,29,12/29/63
0,0,0,62,44,1963,12,30,12/30/63
0,0,0,66,34,1963,12,31,12/31/63
0,0,0,72,35,1964,1,1,1/1/64
0,0,0,76,42,1964,1,2,1/2/64
0,0,0,62,35,1964,1,3,1/3/64
0,0,0,64,34,1964,1,4,1/4/64
0,0,0,57,32,1964,1,5,1/5/64
0,0,0,58,23,1964,1,6,1/6/64
0,0,0,64,30,1964,1,7,1/7/64
0,0,0,50,31,1964,1,8,1/8/64
0,0,0,58,28,1964,1,9,1/9/64
0,0,0,67,30,1964,1,10,1/10/64
0,0,0,54,23,1964,1,11,1/11/64
0,0,0,54,18,1964,1,12,1/12/64
0,0,0,54,36,1964,1,13,1/13/64
0,0,0,60,35,1964,1,14,1/14/64
0,0,0,51,23,1964,1,15,1/15/64
0,0,0,57,24,1964,1,16,1/16/64
0,0,0,65,30,1964,1,17,1/17/64
0,0,0,68,33,1964,1,18,1/18/64
0,0,0,62,43,1964,1,19,1/19/64
0,0,0,68,35,1964,1,20,1/20/64
0,0,0,69,40,1964,1,21,1/21/64
0,0,0,62,45,1964,1,22,1/22/64
0.06,0,0,52,36,1964,1,23,1/23/64
0,0,0,51,26,1964,1,24,1/24/64
0,0,0,63,25,1964,1,25,1/25/64
0,0,0,76,36,1964,1,26,1/26/64
0.06,0,0,71,40,1964,1,27,1/27/64
0.02,0,0,61,40,1964,1,28,1/28/64
0,0,0,65,34,1964,1,29,1/29/64
0,0,0,68,38,1964,1,30,1/30/64
0,0,0,69,36,1964,1,31,1/31/64
0,0,0,75,36,1964,2,1,2/1/64
0,0,0,70,38,1964,2,2,2/2/64
0,0,0,52,34,1964,2,3,2/3/64
0,0,0,55,24,1964,2,4,2/4/64
0,0,0,62,30,1964,2,5,2/5/64
0,0,0,53,31,1964,2,6,2/6/64
0,0,0,57,25,1964,2,7,2/7/64
0,0,,66,29,1964,2,8,2/8/64
0,0,0,69,35,1964,2,9,2/9/64
0,0,0,76,38,1964,2,10,2/10/64
0,0,0,67,46,1964,2,11,2/11/64
0,0,0,62,40,1964,2,12,2/12/64
0,0,0,64,32,1964,2,13,2/13/64
0,0,0,49,29,1964,2,14,2/14/64
0,0,0,64,24,1964,2,15,2/15/64
0.13,0,0,62,29,1964,2,16,2/16/64
0,0,0,59,33,1964,2,17,2/17/64
0,0,0,66,31,1964,2,18,2/18/64
0,0,0,68,32,1964,2,19,2/19/64
0,0,0,59,38,1964,2,20,2/20/64
0,0,0,58,36,1964,2,21,2/21/64
0,0,0,63,26,1964,2,22,2/22/64
0,0,0,60,33,1964,2,23,2/23/64
0,0,0,63,33,1964,2,24,2/24/64
0,0,0,67,36,1964,2,25,2/25/64
0,0,0,56,32,1964,2,26,2/26/64
0,0,0,62,31,1964,2,27,2/27/64
0,0,0,70,33,1964,2,28,2/28/64
0,0,0,61,35,1964,2,29,2/29/64
0,0,0,62,34,1964,3,1,3/1/64
0.46,4,0,58,33,1964,3,2,3/2/64
0.17,1.7,5,46,29,1964,3,3,3/3/64
0,0,0,57,32,1964,3,4,3/4/64
0,0,0,66,35,1964,3,5,3/5/64
0,0,0,71,40,1964,3,6,3/6/64
0.02,0,0,64,40,1964,3,7,3/7/64
0.06,0,0,51,35,1964,3,8,3/8/64
0,0,0,57,29,1964,3,9,3/9/64
0,0,0,63,34,1964,3,10,3/10/64
0,0,0,73,37,1964,3,11,3/11/64
0,0,0,76,38,1964,3,12,3/12/64
0,0,0,67,47,1964,3,13,3/13/64
0,0,0,69,40,1964,3,14,3/14/64
0,0,0,76,41,1964,3,15,3/15/64
0,0,0,71,44,1964,3,16,3/16/64
0,0,0,72,57,1964,3,17,3/17/64
0,0,0,71,51,1964,3,18,3/18/64
0,0,0,73,48,1964,3,19,3/19/64
0,0,0,69,38,1964,3,20,3/20/64
0,0,0,77,39,1964,3,21,3/21/64
0,0,0,65,47,1964,3,22,3/22/64
0,0,0,67,45,1964,3,23,3/23/64
0.1,0,0,60,46,1964,3,24,3/24/64
0,0,0,61,41,1964,3,25,3/25/64
0,0,0,70,35,1964,3,26,3/26/64
0,0,0,75,39,1964,3,27,3/27/64
0,0,0,81,43,1964,3,28,3/28/64
0,0,0,82,48,1964,3,29,3/29/64
0,0,0,87,54,1964,3,30,3/30/64
0,0,0,83,58,1964,3,31,3/31/64
0,0,0,72,56,1964,4,1,4/1/64
0,0,0,69,46,1964,4,2,4/2/64
0,0,0,60,39,1964,4,3,4/3/64
0.66,0.3,0,54,38,1964,4,4,4/4/64
0,0,0,68,41,1964,4,5,4/5/64
0,0,0,68,50,1964,4,6,4/6/64
0,0,0,69,42,1964,4,7,4/7/64
0,0,0,78,41,1964,4,8,4/8/64
0,0,0,82,48,1964,4,9,4/9/64
0,0,0,84,51,1964,4,10,4/10/64
0,0,0,82,52,1964,4,11,4/11/64
0,0,0,83,50,1964,4,12,4/12/64
0,0,0,84,50,1964,4,13,4/13/64
0,0,0,88,48,1964,4,14,4/14/64
0,0,0,94,59,1964,4,15,4/15/64
0,0,0,91,60,1964,4,16,4/16/64
0,0,0,89,59,1964,4,17,4/17/64
0,0,0,88,66,1964,4,18,4/18/64
0,0,0,79,56,1964,4,19,4/19/64
0,0,0,72,44,1964,4,20,4/20/64
0,0,0,77,44,1964,4,21,4/21/64
0,0,0,80,49,1964,4,22,4/22/64
0,0,0,80,48,1964,4,23,4/23/64
0,0,0,73,47,1964,4,24,4/24/64
0,0,0,68,41,1964,4,25,4/25/64
0,0,0,73,43,1964,4,26,4/26/64
0,0,0,82,47,1964,4,27,4/27/64
0.01,0,0,80,55,1964,4,28,4/28/64
0,0,0,77,50,1964,4,29,4/29/64
0,0,0,79,51,1964,4,30,4/30/64
0,0,0,82,50,1964,5,1,5/1/64
0,0,0,82,55,1964,5,2,5/2/64
0,0,0,84,51,1964,5,3,5/3/64
0,0,0,84,52,1964,5,4,5/4/64
0,0,0,68,48,1964,5,5,5/5/64
0,0,0,80,44,1964,5,6,5/6/64
0,0,0,68,46,1964,5,7,5/7/64
0,0,0,76,41,1964,5,8,5/8/64
0,0,0,78,45,1964,5,9,5/9/64
0,0,0,82,50,1964,5,10,5/10/64
0,0,0,89,53,1964,5,11,5/11/64
0,0,0,93,59,1964,5,12,5/12/64
0,0,0,94,57,1964,5,13,5/13/64
0,0,0,93,60,1964,5,14,5/14/64
0,0,0,95,59,1964,5,15,5/15/64
0,0,0,97,62,1964,5,16,5/16/64
0,0,0,92,60,1964,5,17,5/17/64
0,0,0,96,57,1964,5,18,5/18/64
0,0,0,99,60,1964,5,19,5/19/64
0,0,0,98,66,1964,5,20,5/20/64
0,0,0,99,66,1964,5,21,5/21/64
0,0,0,98,65,1964,5,22,5/22/64
0,0,0,98,64,1964,5,23,5/23/64
0,0,0,100,64,1964,5,24,5/24/64
0,0,0,96,72,1964,5,25,5/25/64
0,0,0,95,72,1964,5,26,5/26/64
0,0,0,92,62,1964,5,27,5/27/64
0,0,0,89,56,1964,5,28,5/28/64
0,0,0,88,57,1964,5,29,5/29/64
0,0,0,90,58,1964,5,30,5/30/64
0,0,0,91,62,1964,5,31,5/31/64
0,0,0,97,73,1964,6,1,6/1/64
0,0,0,96,67,1964,6,2,6/2/64
0,0,0,95,67,1964,6,3,6/3/64
0,0,0,94,66,1964,6,4,6/4/64
0,0,0,98,65,1964,6,5,6/5/64
0,0,0,100,67,1964,6,6,6/6/64
0,0,0,97,67,1964,6,7,6/7/64
0,0,0,89,63,1964,6,8,6/8/64
0,0,0,92,58,1964,6,9,6/9/64
0,0,0,93,61,1964,6,10,6/10/64
0,0,0,94,59,1964,6,11,6/11/64
0,0,0,95,62,1964,6,12,6/12/64
0,0,0,94,62,1964,6,13,6/13/64
0,0,0,97,63,1964,6,14,6/14/64
0,0,0,101,67,1964,6,15,6/15/64
0,0,0,101,65,1964,6,16,6/16/64
0,0,0,96,68,1964,6,17,6/17/64
0,0,0,96,66,1964,6,18,6/18/64
0,0,0,97,65,1964,6,19,6/19/64
0,0,0,98,63,1964,6,20,6/20/64
0,0,0,97,63,1964,6,21,6/21/64
0,0,0,98,61,1964,6,22,6/22/64
0,0,0,104,65,1964,6,23,6/23/64
0,0,0,103,74,1964,6,24,6/24/64
0,0,0,100,79,1964,6,25,6/25/64
0.01,0,0,97,72,1964,6,26,6/26/64
0,0,0,98,69,1964,6,27,6/27/64
0,0,0,98,75,1964,6,28,6/28/64
0,0,0,102,73,1964,6,29,6/29/64
0,0,0,104,74,1964,6,30,6/30/64
0,0,0,104,81,1964,7,1,7/1/64
0,0,0,106,74,1964,7,2,7/2/64
0,0,0,106,76,1964,7,3,7/3/64
0,0,0,105,82,1964,7,4,7/4/64
0,0,0,106,81,1964,7,5,7/5/64
0,0,0,105,77,1964,7,6,7/6/64
0,0,0,102,78,1964,7,7,7/7/64
0,0,0,89,77,1964,7,8,7/8/64
0.01,0,0,90,72,1964,7,9,7/9/64
0,0,0,99,70,1964,7,10,7/10/64
0,0,0,102,74,1964,7,11,7/11/64
1.07,0,0,101,72,1964,7,12,7/12/64
0,0,0,92,73,1964,7,13,7/13/64
1.16,0,0,97,70,1964,7,14,7/14/64
0,0,0,89,71,1964,7,15,7/15/64
0,0,0,97,72,1964,7,16,7/16/64
0,0,0,102,75,1964,7,17,7/17/64
0,0,0,103,78,1964,7,18,7/18/64
0.02,0,0,102,78,1964,7,19,7/19/64
0.02,0,0,100,77,1964,7,20,7/20/64
0,0,0,97,77,1964,7,21,7/21/64
0.04,0,0,99,74,1964,7,22,7/22/64
0,0,0,98,75,1964,7,23,7/23/64
0.8,0,0,92,69,1964,7,24,7/24/64
0,0,0,90,71,1964,7,25,7/25/64
0,0,0,93,73,1964,7,26,7/26/64
0,0,0,99,74,1964,7,27,7/27/64
0,0,0,104,73,1964,7,28,7/28/64
0.35,0,0,100,70,1964,7,29,7/29/64
1.08,0,0,89,72,1964,7,30,7/30/64
0.27,0,0,78,69,1964,7,31,7/31/64
2.05,0,0,79,70,1964,8,1,8/1/64
0,0,0,83,70,1964,8,2,8/2/64
0,0,0,91,70,1964,8,3,8/3/64
0,0,0,90,73,1964,8,4,8/4/64
0.08,0,0,91,70,1964,8,5,8/5/64
0,0,0,95,74,1964,8,6,8/6/64
0,0,0,102,75,1964,8,7,8/7/64
0.17,0,0,96,72,1964,8,8,8/8/64
0,0,0,93,72,1964,8,9,8/9/64
0.15,0,0,93,74,1964,8,10,8/10/64
0,0,0,92,71,1964,8,11,8/11/64
0.22,0,0,85,72,1964,8,12,8/12/64
0,0,0,93,68,1964,8,13,8/13/64
0.07,0,0,90,67,1964,8,14,8/14/64
0,0,0,92,72,1964,8,15,8/15/64
0,0,0,97,73,1964,8,16,8/16/64
0.16,0,0,93,71,1964,8,17,8/17/64
0,0,0,94,69,1964,8,18,8/18/64
0,0,0,97,72,1964,8,19,8/19/64
0,0,0,96,75,1964,8,20,8/20/64
0,0,0,95,72,1964,8,21,8/21/64
0,0,0,96,70,1964,8,22,8/22/64
0,0,0,101,70,1964,8,23,8/23/64
0,0,0,98,74,1964,8,24,8/24/64
0,0,0,93,74,1964,8,25,8/25/64
0.72,0,0,87,68,1964,8,26,8/26/64
0.28,0,0,84,65,1964,8,27,8/27/64
0,0,0,89,67,1964,8,28,8/28/64
0,0,0,90,67,1964,8,29,8/29/64
0,0,0,93,68,1964,8,30,8/30/64
0,0,0,95,68,1964,8,31,8/31/64
0,0,0,96,69,1964,9,1,9/1/64
0,0,0,97,69,1964,9,2,9/2/64
0,0,0,96,68,1964,9,3,9/3/64
0.03,0,0,98,74,1964,9,4,9/4/64
0.21,0,0,97,73,1964,9,5,9/5/64
0.3,0,0,91,69,1964,9,6,9/6/64
0.17,0,0,91,67,1964,9,7,9/7/64
0.05,0,0,86,69,1964,9,8,9/8/64
0.21,0,0,80,69,1964,9,9,9/9/64
2.85,0,0,72,67,1964,9,10,9/10/64
0,0,0,87,70,1964,9,11,9/11/64
0,0,0,90,73,1964,9,12,9/12/64
0,0,0,87,71,1964,9,13,9/13/64
0.95,0,0,90,67,1964,9,14,9/14/64
0,0,0,87,65,1964,9,15,9/15/64
0,0,0,86,62,1964,9,16,9/16/64
0,0,0,89,63,1964,9,17,9/17/64
0,0,0,89,62,1964,9,18,9/18/64
0,0,0,78,63,1964,9,19,9/19/64
0,0,0,83,59,1964,9,20,9/20/64
0,0,0,87,66,1964,9,21,9/21/64
0.15,0,0,76,59,1964,9,22,9/22/64
0.16,0,0,79,58,1964,9,23,9/23/64
0.03,0,0,86,60,1964,9,24,9/24/64
0,0,0,87,63,1964,9,25,9/25/64
0,0,0,82,62,1964,9,26,9/26/64
0,0,0,86,56,1964,9,27,9/27/64
0,0,0,88,59,1964,9,28,9/28/64
0,0,0,90,62,1964,9,29,9/29/64
0,0,0,90,62,1964,9,30,9/30/64
0,0,0,91,62,1964,10,1,10/1/64
0,0,0,90,60,1964,10,2,10/2/64
0,0,0,92,62,1964,10,3,10/3/64
0,0,0,95,65,1964,10,4,10/4/64
0,0,0,91,71,1964,10,5,10/5/64
0,0,0,93,67,1964,10,6,10/6/64
0,0,0,91,62,1964,10,7,10/7/64
0,0,0,92,63,1964,10,8,10/8/64
0,0,0,93,62,1964,10,9,10/9/64
0,0,0,93,62,1964,10,10,10/10/64
0,0,0,91,62,1964,10,11,10/11/64
0,0,0,91,61,1964,10,12,10/12/64
0,0,0,89,62,1964,10,13,10/13/64
0,0,0,88,61,1964,10,14,10/14/64
0.09,0,0,82,61,1964,10,15,10/15/64
0.5,0,0,75,62,1964,10,16,10/16/64
0.32,0,0,69,54,1964,10,17,10/17/64
0,0,0,78,51,1964,10,18,10/18/64
0,0,0,75,59,1964,10,19,10/19/64
0,0,0,81,61,1964,10,20,10/20/64
0,0,0,83,53,1964,10,21,10/21/64
0,0,0,84,53,1964,10,22,10/22/64
0,0,0,86,57,1964,10,23,10/23/64
0,0,0,87,57,1964,10,24,10/24/64
0,0,0,77,51,1964,10,25,10/25/64
0,0,0,80,51,1964,10,26,10/26/64
0,0,0,82,51,1964,10,27,10/27/64
0,0,0,88,53,1964,10,28,10/28/64
0,0,0,89,58,1964,10,29,10/29/64
